AGE,GROSSVEHICLEWEIGHT_K,MILEAGE_K,MONTHOFINCEPTION,RISK_AREA,CONVICTIONS_FLAG,CLM_NUM_L5Y,COVER_TYPE,UKRESIDENCY_YEARS,ENGINE_SIZE,FUEL_TYPE,DD_DUQ,NUMBER_OF_DRIVERS,DTI,CLASSOFUSEDESC,OVERNIGHT_LOCATION,LICENCE_TYPE,LICENCEHELD_YEARS,CREDIT_SCORE,NCD,VEHICLE_AGE,VEHICLE_VALUE,NCDPROTECT,AD_POLPREMIUM,AGG_SOURCE,ANNUAL_TOPS_PRICE,HSALE,source_file,CREDIT_SCORE_MISSING,AGE_IMPUTED,GROSSVEHICLEWEIGHT_K_IMPUTED,MILEAGE_K_IMPUTED,MONTHOFINCEPTION_IMPUTED,CLM_NUM_L5Y_IMPUTED,UKRESIDENCY_YEARS_IMPUTED,ENGINE_SIZE_IMPUTED,FUEL_TYPE_IMPUTED,NUMBER_OF_DRIVERS_IMPUTED,DTI_IMPUTED,OVERNIGHT_LOCATION_IMPUTED,LICENCE_TYPE_IMPUTED,LICENCEHELD_YEARS_IMPUTED,CREDIT_SCORE_IMPUTED,NCD_IMPUTED,VEHICLE_AGE_IMPUTED,VEHICLE_VALUE_IMPUTED,AD_POLPREMIUM_IMPUTED,ANNUAL_TOPS_PRICE_IMPUTED,HSALE_IMPUTED,RISK_AREA_IMPUTED,CONVICTIONS_FLAG_IMPUTED,NCDPROTECT_IMPUTED,AGG_SOURCE_IMPUTED,AGE_LICENCE_GAP,NCD_CAPPED,LOG_VEHICLE_VALUE,LOG_AD_POLPREMIUM,AGE_BAND,ENGINE_SIZE_BAND,VEHICLE_VALUE_BAND,VEHICLE_AGE_BAND,MILEAGE_K_BAND,CREDIT_SCORE_BAND,SPLIT
37.0,2.8,20.0,3.0,SW,N,0.0,COMP,37.0,2.0,1.0,N,2.0,3.0,1,1.0,0.0,11.0,342.0,0.0,6.0,7700.0,FALSE,1169.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,8.94910546953925,7.063903961472068,31-40,2.0-2.9,5-10K,6-10,15-20,300-399,TRAIN
65.0,2.3,9.0,2.0,EM,N,1.0,COMP,65.0,1.6,1.0,N,1.0,23.0,5,1.0,0.0,28.0,453.0,9.0,11.0,3495.0,TRUE,277.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,9.0,8.159374736775426,5.6240175061873385,61-70,1.5-1.9,<5K,11+,5-10,400-499,TRAIN
65.0,2.2,10.0,3.0,S,N,0.0,COMP,65.0,1.5,1.0,N,1.0,10.0,4,4.0,0.0,20.0,297.0,9.0,8.0,5000.0,TRUE,1294.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,9.0,8.517393171418904,7.165493475060845,61-70,1.5-1.9,<5K,6-10,5-10,200-299,TRAIN
20.0,2.8,5.0,1.0,WM,N,0.0,COMP,19.0,2.0,1.0,N,1.0,2.0,2,3.0,0.0,3.0,0.0,2.0,6.0,14050.0,FALSE,14567.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,9.55044884660634,9.586513975448948,17-21,2.0-2.9,10-20K,6-10,<5,0-199,TRAIN
41.0,2.2,5.0,3.0,N,N,0.0,COMP,41.0,1.6,1.0,Y,2.0,0.0,2,1.0,0.0,23.0,378.0,9.0,8.0,3500.0,FALSE,288.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,8.160803920954665,5.662960480135946,41-50,1.5-1.9,<5K,6-10,<5,300-399,TRAIN
40.0,3.2,12.0,2.0,SE,N,0.0,COMP,40.0,2.5,1.0,N,1.0,29.0,3,4.0,0.0,20.0,368.0,9.0,19.0,1320.0,FALSE,473.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,7.186144304522325,6.159095388491933,31-40,2.0-2.9,<5K,11+,10-15,300-399,TRAIN
52.0,2.8,5.0,2.0,WM,N,0.0,COMP,52.0,2.0,1.0,Y,1.0,0.0,2,1.0,0.0,25.0,455.0,9.0,15.0,2500.0,FALSE,220.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9.0,7.824445930877619,5.393627546352362,51-60,2.0-2.9,<5K,11+,<5,400-499,TRAIN
32.0,2.0,2.0,2.0,Y,N,0.0,TPFT,31.0,1.9,1.0,Y,1.0,29.0,3,1.0,0.0,25.0,240.0,9.0,7.0,8000.0,FALSE,1501.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,9.0,8.987321812850125,7.313886831633462,31-40,1.5-1.9,5-10K,6-10,<5,200-299,TRAIN
50.0,3.3,18.0,2.0,Y,N,0.0,COMP,50.0,2.0,1.0,N,1.0,29.0,1,1.0,0.0,12.0,143.0,1.0,15.0,1150.0,FALSE,837.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1.0,7.048386408721883,6.729824070489475,41-50,2.0-2.9,<5K,11+,15-20,0-199,TRAIN
42.0,2.2,5.0,2.0,EA,N,1.0,COMP,42.0,1.5,1.0,N,2.0,1.0,2,1.0,0.0,25.0,476.0,6.0,4.0,19040.0,TRUE,1015.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,9.85434982797458,6.922643891475888,41-50,1.5-1.9,10-20K,4-5,<5,400-499,TEST
60.0,2.8,8.2,2.0,SE,N,0.0,COMP,60.0,2.0,1.0,N,1.0,29.0,1,1.0,0.0,15.0,466.0,9.0,9.0,8000.0,TRUE,384.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,9.0,8.987321812850125,5.950642552587727,51-60,2.0-2.9,5-10K,6-10,5-10,400-499,TEST
47.0,2.2,12.0,2.0,SE,N,0.0,COMP,47.0,1.6,1.0,N,1.0,6.0,0,4.0,0.0,25.0,436.0,9.0,13.0,2760.0,TRUE,289.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9.0,7.923348211930154,5.666426688112432,41-50,1.5-1.9,<5K,11+,10-15,400-499,TRAIN
59.0,2.7,3.2,2.0,Y,N,0.0,COMP,59.0,1.6,1.0,N,1.0,29.0,1,1.0,0.0,20.0,429.0,9.0,8.0,5000.0,TRUE,488.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,9.0,8.517393171418904,6.1903154058531475,51-60,1.5-1.9,<5K,6-10,<5,400-499,TRAIN
44.0,2.4,5.0,1.0,S,N,0.0,COMP,44.0,1.6,1.0,N,2.0,3.0,2,1.0,0.0,25.0,423.0,9.0,9.0,4210.0,TRUE,276.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,8.345455428161928,5.62040086571715,41-50,1.5-1.9,<5K,6-10,<5,400-499,TRAIN
51.0,3.5,10.0,1.0,NL,N,0.0,COMP,51.0,2.2,1.0,N,2.0,24.0,8,1.0,0.0,25.0,406.0,9.0,10.0,4500.0,TRUE,364.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,8.412054873292933,5.8971538676367405,51-60,2.0-2.9,<5K,6-10,5-10,400-499,TRAIN
65.0,3.0,8.0,2.0,S,N,0.0,COMP,65.0,2.5,1.0,N,1.0,29.0,3,1.0,0.0,25.0,458.0,6.0,19.0,6390.0,FALSE,193.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,6.0,8.762646029650282,5.262690188904886,61-70,2.0-2.9,5-10K,11+,5-10,400-499,TRAIN
39.0,1.7,4.0,2.0,SE,N,0.0,TPFT,39.0,1.2,1.0,N,1.0,23.0,4,1.0,0.0,20.0,191.0,9.0,14.0,2650.0,FALSE,544.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,7.8826922062890254,6.298949246855942,31-40,1.0-1.4,<5K,11+,<5,0-199,TRAIN
39.0,3.2,5.0,2.0,S,N,1.0,COMP,20.0,2.0,1.0,N,1.0,29.0,3,2.0,0.0,21.0,400.0,9.0,8.0,13810.0,FALSE,1108.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,9.533220655077928,7.010311867307229,31-40,2.0-2.9,10-20K,6-10,<5,400-499,TRAIN
52.0,2.7,5.0,2.0,SE,Y,0.0,COMP,52.0,1.6,1.0,N,1.0,4.0,2,1.0,0.0,25.0,451.0,3.0,9.0,8950.0,FALSE,534.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,9.099520536870939,6.280395838960195,51-60,1.5-1.9,5-10K,6-10,<5,400-499,TEST
40.0,3.5,8.0,1.0,Y,Y,0.0,COMP,40.0,2.3,1.0,N,2.0,4.0,1,1.0,0.0,21.0,446.0,9.0,11.0,8000.0,TRUE,806.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,8.987321812850125,6.692083742506628,31-40,2.0-2.9,5-10K,11+,5-10,400-499,TEST
46.0,2.4,10.0,3.0,Y,N,1.0,COMP,46.0,1.5,1.0,N,1.0,22.0,1,1.0,0.0,17.0,197.0,4.0,6.0,5800.0,TRUE,645.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,4.0,8.665785595466064,6.4692503167957724,41-50,1.5-1.9,5-10K,6-10,5-10,0-199,TRAIN
25.0,3.5,10.0,3.0,SE,N,1.0,COMP,25.0,2.2,1.0,N,2.0,29.0,1,1.0,0.0,6.0,393.0,1.0,2.0,15520.0,FALSE,1296.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,9.649949224651184,7.16703787691222,22-25,2.0-2.9,10-20K,2-3,5-10,300-399,TRAIN
27.0,2.7,10.0,3.0,EM,N,0.0,COMP,27.0,1.6,1.0,Y,1.0,28.0,1,1.0,0.0,9.0,381.0,8.0,9.0,3410.0,TRUE,583.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8.0,8.134760782418645,6.368187186350492,26-30,1.5-1.9,<5K,6-10,5-10,300-399,TEST
70.0,2.9,4.0,2.0,SE,N,0.0,COMP,70.0,2.5,1.0,N,1.0,29.0,3,2.0,0.0,25.0,390.0,9.0,19.0,5000.0,TRUE,213.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,9.0,8.517393171418904,5.3612921657094255,61-70,2.0-2.9,<5K,11+,<5,300-399,TRAIN
29.0,2.0,5.0,1.0,EM,N,1.0,COMP,15.0,1.5,1.0,Y,2.0,10.0,1,1.0,0.0,2.0,338.0,1.0,8.0,3550.0,FALSE,1516.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1.0,8.174984532943087,7.323830566202317,26-30,1.5-1.9,<5K,6-10,<5,300-399,TRAIN
67.0,0.0,3.0,3.0,NW,N,0.0,COMP,67.0,1.2,1.0,Y,1.0,0.0,0,1.0,0.0,20.0,201.0,6.0,9.0,700.0,FALSE,1056.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,6.0,6.55250788703459,6.962243464266207,61-70,1.0-1.4,<5K,6-10,<5,200-299,TRAIN
35.0,4.2,6.0,2.0,EM,N,0.0,COMP,3.0,1.5,1.0,Y,1.0,0.0,0,1.0,0.0,3.0,431.0,0.0,8.0,5000.0,FALSE,1908.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,8.517393171418904,7.553810852008231,31-40,1.5-1.9,<5K,6-10,5-10,400-499,TRAIN
53.0,3.5,2.5,1.0,SE,N,0.0,COMP,53.0,2.4,1.0,Y,2.0,0.0,1,1.0,0.0,25.0,245.0,9.0,14.0,1180.0,FALSE,915.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,9.0,7.074116816197362,6.818924065275521,51-60,2.0-2.9,<5K,11+,<5,200-299,TEST
31.0,2.8,5.0,2.0,OL,N,0.0,COMP,31.0,2.0,1.0,Y,1.0,29.0,1,9.0,0.0,11.0,180.0,2.0,12.0,2360.0,FALSE,1400.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,7.766840537085513,7.24422751560335,31-40,2.0-2.9,<5K,11+,<5,0-199,TRAIN
69.0,1.9,8.0,3.0,SE,N,0.0,COMP,69.0,1.6,1.0,N,1.0,29.0,3,1.0,0.0,25.0,451.0,9.0,11.0,2460.0,FALSE,228.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,9.0,7.8083230503910555,5.429345628954441,61-70,1.5-1.9,<5K,11+,5-10,400-499,TRAIN
29.0,2.2,8.0,2.0,SW,N,0.0,TPFT,29.0,1.6,1.0,Y,1.0,29.0,3,4.0,0.0,12.0,436.0,3.0,12.0,4330.0,FALSE,553.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,8.373553741214627,6.315358001522335,26-30,1.5-1.9,<5K,11+,5-10,400-499,TRAIN
71.0,3.5,8.0,2.0,Y,N,0.0,COMP,64.0,2.1,1.0,N,2.0,23.0,5,4.0,0.0,27.0,414.0,9.0,23.0,4900.0,TRUE,588.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,9.0,8.497194544909547,6.376726947898627,71+,2.0-2.9,<5K,11+,5-10,400-499,TEST
28.0,2.8,10.0,2.0,NW,N,0.0,COMP,28.0,1.6,1.0,N,2.0,28.0,1,1.0,0.0,9.0,245.0,1.0,10.0,4080.0,FALSE,1124.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,8.314097335405807,7.024649030453636,26-30,1.5-1.9,<5K,6-10,5-10,200-299,TRAIN
35.0,2.4,19.0,2.0,NW,N,0.0,COMP,35.0,1.5,1.0,N,1.0,29.0,2,1.0,0.0,15.0,346.0,1.0,4.0,7030.0,FALSE,2346.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,8.858084222199162,7.76046702921342,31-40,1.5-1.9,5-10K,4-5,15-20,300-399,TEST
54.0,2.8,7.0,1.0,OL,N,1.0,COMP,54.0,2.0,1.0,Y,1.0,3.0,1,1.0,0.0,34.0,358.0,9.0,2.0,22450.0,TRUE,608.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9.0,10.019090435608215,6.410174881966167,51-60,2.0-2.9,20-30K,2-3,5-10,300-399,TRAIN
29.0,2.8,15.0,2.0,SE,N,2.0,COMP,29.0,2.1,1.0,Y,1.0,23.0,5,1.0,0.0,11.0,231.0,9.0,8.0,20000.0,TRUE,933.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,9.90353755128617,6.838405200847344,26-30,2.0-2.9,10-20K,6-10,10-15,200-299,TRAIN
49.0,3.3,10.0,2.0,EM,N,2.0,COMP,49.0,2.0,1.0,N,2.0,4.0,2,1.0,0.0,20.0,350.0,9.0,4.0,18940.0,FALSE,802.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,9.849084163656741,6.687108607866515,41-50,2.0-2.9,10-20K,4-5,5-10,300-399,TRAIN
61.0,3.5,8.0,2.0,EM,N,1.0,COMP,61.0,2.3,1.0,Y,2.0,6.0,1,1.0,0.0,28.0,408.0,9.0,15.0,2695.0,FALSE,438.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,9.0,7.899524472032198,6.082218910376446,61-70,2.0-2.9,<5K,11+,5-10,400-499,TEST
51.0,2.8,5.0,1.0,OL,N,0.0,COMP,51.0,2.0,1.0,N,2.0,23.0,8,1.0,0.0,28.0,443.0,9.0,5.0,13995.0,TRUE,595.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,9.0,9.54652685348758,6.38856140554563,51-60,2.0-2.9,10-20K,4-5,<5,400-499,TRAIN
48.0,3.0,15.0,2.0,SE,N,0.0,COMP,48.0,2.3,1.0,N,1.0,29.0,1,1.0,0.0,13.0,391.0,9.0,8.0,10160.0,FALSE,519.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,9.0,9.22631214148588,6.251903883165888,41-50,2.0-2.9,10-20K,6-10,10-15,300-399,TRAIN
48.0,2.2,10.0,2.0,EM,N,0.0,COMP,48.0,1.9,1.0,Y,1.0,0.0,0,1.0,0.0,20.0,463.0,9.0,20.0,1000.0,FALSE,321.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,9.0,6.90875477931522,5.771441123130016,41-50,1.5-1.9,<5K,11+,5-10,400-499,TRAIN
66.0,2.8,5.0,2.0,S,N,0.0,COMP,66.0,2.0,1.0,N,1.0,24.0,6,1.0,0.0,26.0,373.0,9.0,11.0,3195.0,FALSE,365.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,9.0,8.069655306886165,5.8998973535824915,61-70,2.0-2.9,<5K,11+,<5,300-399,TRAIN
34.0,3.5,30.0,3.0,EM,N,0.0,COMP,34.0,2.0,1.0,Y,1.0,15.0,1,1.0,0.0,17.0,275.0,6.0,6.0,14420.0,FALSE,3893.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,9.57644075656207,8.266935347610456,31-40,2.0-2.9,10-20K,6-10,20+,200-299,TRAIN
30.0,2.8,6.0,2.0,WM,N,0.0,COMP,30.0,1.6,1.0,N,2.0,23.0,5,1.0,0.0,13.0,422.0,9.0,9.0,6595.0,FALSE,510.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,8.794218683679489,6.234410725718371,26-30,1.5-1.9,5-10K,6-10,5-10,400-499,TRAIN
45.0,2.0,7.0,2.0,Y,Y,0.0,COMP,45.0,1.7,1.0,Y,1.0,29.0,3,1.0,0.0,13.0,422.0,9.0,9.0,6595.0,FALSE,510.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,9.0,8.794218683679489,6.234410725718371,41-50,1.5-1.9,5-10K,6-10,5-10,400-499,TRAIN
39.0,3.2,8.0,2.0,WM,N,1.0,COMP,39.0,2.0,1.0,Y,2.0,8.0,1,1.0,0.0,20.0,284.0,5.0,14.0,1280.0,FALSE,544.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,7.155396301896734,6.298949246855942,31-40,2.0-2.9,<5K,11+,5-10,200-299,TRAIN
26.0,2.0,17.0,3.0,SE,N,0.0,COMP,26.0,1.2,1.0,Y,1.0,15.0,1,1.0,0.0,22.0,451.0,9.0,10.0,18000.0,TRUE,605.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0,9.0,9.798182590890704,6.405228458030842,26-30,1.0-1.4,10-20K,6-10,15-20,400-499,TEST
72.0,3.0,8.0,2.0,N,N,0.0,COMP,72.0,2.0,1.0,N,1.0,24.0,6,1.0,0.0,9.0,378.0,7.0,13.0,2540.0,FALSE,528.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,7.0,7.840312983320164,6.269096283706261,71+,2.0-2.9,<5K,11+,5-10,300-399,TRAIN
36.0,3.5,3.0,2.0,Y,N,0.0,COMP,36.0,2.5,1.0,Y,2.0,24.0,8,1.0,0.0,26.0,457.0,9.0,17.0,7095.0,FALSE,212.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.0,9.0,8.867286523989415,5.356586274672012,31-40,2.0-2.9,5-10K,11+,<5,400-499,TEST
58.0,2.8,12.0,1.0,Y,N,0.0,COMP,58.0,1.6,1.0,N,2.0,29.0,1,1.0,0.0,17.0,295.0,9.0,23.0,2000.0,TRUE,252.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,9.0,7.601402334583733,5.529429087511423,51-60,1.5-1.9,<5K,11+,10-15,200-299,TEST
30.0,2.2,7.0,2.0,S,N,1.0,COMP,29.0,1.6,1.0,N,2.0,29.0,1,1.0,0.0,25.0,420.0,9.0,8.0,7260.0,FALSE,204.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0,9.0,8.890272839380247,5.318119993844216,26-30,1.5-1.9,5-10K,6-10,5-10,400-499,TRAIN
52.0,2.8,15.0,3.0,NL,N,0.0,COMP,52.0,2.5,1.0,N,1.0,29.0,3,1.0,0.0,12.0,299.0,4.0,14.0,3090.0,FALSE,507.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,4.0,8.036249942132116,6.2285110035911835,51-60,2.0-2.9,<5K,11+,10-15,200-299,TRAIN
37.0,3.5,20.0,1.0,N,N,0.0,TPFT,37.0,2.4,1.0,Y,1.0,29.0,9,18.0,0.0,25.0,426.0,9.0,18.0,2390.0,TRUE,795.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,9.0,7.779466967458324,6.678342114654332,31-40,2.0-2.9,<5K,11+,15-20,400-499,TEST
55.0,2.2,5.0,2.0,NL,N,0.0,COMP,55.0,1.6,1.0,N,1.0,23.0,9,1.0,0.0,20.0,63.0,1.0,20.0,1310.0,FALSE,2192.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1.0,7.1785454837637,7.692569648067906,51-60,1.5-1.9,<5K,11+,<5,0-199,TEST
62.0,2.0,7.0,3.0,NL,Y,0.0,COMP,52.0,1.6,1.0,N,1.0,23.0,4,1.0,0.0,8.0,363.0,1.0,11.0,4495.0,FALSE,968.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,1.0,8.410943391573527,6.875232087276577,61-70,1.5-1.9,<5K,11+,5-10,300-399,TRAIN
27.0,2.2,6.0,2.0,EM,N,0.0,COMP,27.0,1.6,1.0,Y,1.0,27.0,1,1.0,0.0,1.0,216.0,1.0,15.0,1700.0,FALSE,1097.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1.0,7.438971592395862,7.00033446027523,26-30,1.5-1.9,<5K,11+,5-10,200-299,TRAIN
40.0,3.1,5.0,3.0,EA,N,1.0,COMP,40.0,2.5,1.0,N,1.0,29.0,3,1.0,0.0,21.0,339.0,5.0,12.0,6930.0,FALSE,682.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,8.843759381917984,6.525029657843462,31-40,2.0-2.9,5-10K,11+,<5,300-399,TEST
61.0,3.0,28.0,2.0,EM,N,2.0,COMP,61.0,2.0,1.0,Y,2.0,29.0,1,1.0,0.0,25.0,447.0,9.0,5.0,7830.0,TRUE,1388.0,0,0.0,0.0,all_frames_combined_net_left_2.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,9.0,8.965845494750937,7.23561914106675,61-70,2.0-2.9,5-10K,4-5,20+,400-499,TRAIN
